@Version:0.9.1
@SampleID:gsa

@@SEQUENCEID	BINID	TAXID	_LENGTH
RH|P|C40436	1286_AL	407	239394
RH|P|C39983	1286_AL	407	367422
RH|P|C15715	1286_AL	407	642
RH|P|C9601	1286_AL	407	49173
RH|P|C7842	1286_AL	407	305976
RH|P|C6180	1286_AL	407	9419
RH|P|C1590	1286_AL	407	294698
RH|P|C39027	1286_AL	407	992
RH|P|C28561	1286_AL	407	2469
RH|P|C35143	1286_AL	407	289258
RH|P|C11983	1286_AL	407	249043
RH|P|C37309	1286_AL	407	223118
RH|P|C18114	1286_AL	407	604
RH|P|C10931	1286_AL	407	303
RH|P|C39505	1286_AL	407	217823
RH|P|C25772	1286_AL	407	216043
RH|P|C7273	1286_AL	407	10288
RH|P|C23226	1286_AL	407	5189
RH|P|C18485	1286_AL	407	331
RH|P|C30668	1286_AL	407	2244
RH|P|C12535	1286_AL	407	193864
RH|P|C18936	1286_AL	407	214
RH|P|C7732	1286_AL	407	99371
RH|P|C31224	1286_AL	407	968
RH|P|C31394	1286_AL	407	100005
RH|P|C18735	1286_AL	407	909
RH|P|C24825	1286_AL	407	179413
RH|P|C1903	1286_AL	407	160106
RH|P|C8398	1286_AL	407	438
RH|P|C2862	1286_AL	407	358
RH|P|C30145	1286_AL	407	152472
RH|P|C6479	1286_AL	407	44913
RH|P|C9647	1286_AL	407	1294
RH|P|C22276	1286_AL	407	129312
RH|P|C15402	1286_AL	407	1099
RH|P|C33402	1286_AL	407	127563
RH|P|C2783	1286_AL	407	863
RH|P|C20163	1286_AL	407	13190
RH|P|C1333	1286_AL	407	474
RH|P|C39164	1286_AL	407	124284
RH|P|C1943	1286_AL	407	709
RH|P|C34518	1286_AL	407	217
RH|P|C41608	1286_AL	407	6065
RH|P|C30339	1286_AL	407	488
RH|P|C36306	1286_AL	407	6778
RH|P|C35960	1286_AL	407	93145
RH|P|C30317	1286_AL	407	38724
RH|P|C11082	1286_AL	407	87348
RH|P|C12306	1286_AL	407	1139
RH|P|C12007	1286_AL	407	149048
RH|P|C18010	1286_AL	407	80644
RH|P|C2799	1286_AL	407	63155
RH|P|C4086	1286_AL	407	62225
RH|P|C23270	1286_AL	407	54542
RH|P|C31318	1286_AL	407	364
RH|P|C2084	1286_AL	407	53160
RH|P|C2140	1286_AL	407	11330
RH|P|C3292	1286_AL	407	37203
RH|P|C2060	1286_AL	407	586
RH|P|C14741	1286_AL	407	29745
RH|P|C19681	1286_AL	407	13903
RH|P|C25957	1286_AL	407	823
RH|P|C32963	1286_AL	407	388
RH|P|C38988	1286_AL	407	892
RH|P|C11400	1286_AL	407	5765
RH|P|C8324	1286_AL	407	852
RH|P|C21104	1286_AL	407	27375
RH|P|C27832	1286_AL	407	23754
RH|P|C16078	1286_AL	407	23099
RH|P|C14604	1286_AL	407	19990
RH|P|C12723	1286_AL	407	18006
RH|P|C22146	1286_AL	407	17441
RH|P|C2322	1286_AL	407	741
RH|P|C34198	1286_AL	407	1047
RH|P|C32573	1286_AL	407	408
RH|P|C20567	1286_AL	407	1628
RH|P|C26210	1286_AL	407	1203
RH|P|C10863	1286_AL	407	14121
RH|P|C29125	1286_AL	407	5281
RH|P|C25212	1286_AL	407	11742
RH|P|C26744	1286_AL	407	2351
RH|P|C37552	1286_AL	407	337
RH|P|C41704	1286_AL	407	847
RH|P|C36046	1286_AL	407	803
RH|P|C6048	1286_AL	407	10792
RH|P|C40529	1286_AL	407	481
RH|P|C33266	1286_AL	407	768
RH|P|C25991	1286_AL	407	10716
RH|P|C20950	1286_AL	407	7972
RH|P|C17316	1286_AL	407	7759
RH|P|C27582	1286_AL	407	850
RH|P|C21782	1286_AL	407	7687
RH|P|C17297	1286_AL	407	6720
RH|P|C27186	1286_AL	407	876
RH|P|C36138	1286_AL	407	6014
RH|P|C19900	1286_AL	407	5847
RH|P|C30351	1286_AL	407	5843
RH|P|C27719	1286_AL	407	5704
RH|P|C3195	1286_AL	407	5622
RH|P|C29551	1286_AL	407	3755
RH|P|C16527	1286_AL	407	3395
RH|P|C13587	1286_AL	407	2919
RH|P|C8974	1286_AL	407	1925
RH|P|C36024	1286_AL	407	1648
RH|P|C36090	1286_AL	407	1530
RH|P|C2149	1286_AL	407	987
RH|P|C15396	1285_BJ	1386	4983
RH|P|C7894	1285_BJ	1386	514217
RH|P|C39423	1285_BJ	1386	1550
RH|P|C18055	1285_BJ	1386	93755
RH|P|C37099	1285_BJ	1386	423415
RH|P|C14196	1285_BJ	1386	230027
RH|P|C23128	1285_BJ	1386	151973
RH|P|C6133	1285_BJ	1386	1633
RH|P|C24203	1285_BJ	1386	274764
RH|P|C883	1285_BJ	1386	899
RH|P|C25292	1285_BJ	1386	721
RH|P|C25061	1285_BJ	1386	214901
RH|P|C33201	1285_BJ	1386	19938
RH|P|C7331	1285_BJ	1386	14309
RH|P|C39173	1285_BJ	1386	35878
RH|P|C27332	1285_BJ	1386	11901
RH|P|C3923	1285_BJ	1386	269258
RH|P|C1932	1285_BJ	1386	267857
RH|P|C9215	1285_BJ	1386	191295
RH|P|C30797	1285_BJ	1386	1353
RH|P|C40727	1285_BJ	1386	16330
RH|P|C5692	1285_BJ	1386	164828
RH|P|C1743	1285_BJ	1386	176652
RH|P|C37004	1285_BJ	1386	142313
RH|P|C40706	1285_BJ	1386	139463
RH|P|C33409	1285_BJ	1386	1103
RH|P|C35332	1285_BJ	1386	92359
RH|P|C7556	1285_BJ	1386	84874
RH|P|C36351	1285_BJ	1386	72873
RH|P|C28330	1285_BJ	1386	32466
RH|P|C31955	1285_BJ	1386	504
RH|P|C12493	1285_BJ	1386	34537
RH|P|C32200	1285_BJ	1386	65270
RH|P|C21010	1285_BJ	1386	1424
RH|P|C16518	1285_BJ	1386	64186
RH|P|C20018	1285_BJ	1386	55451
RH|P|C7453	1285_BJ	1386	18468
RH|P|C36445	1285_BJ	1386	14295
RH|P|C38824	1285_BJ	1386	11721
RH|P|C25889	1285_BJ	1386	10351
RH|P|C1060	1285_BJ	1386	4387
RH|P|C35405	1285_BJ	1386	2422
RH|P|C1290	1285_BJ	1386	1199
RH|P|C19417	1285_BJ	1386	1074
RH|P|C29787	Sample19_89	32644	17616
RH|P|C32680	1286_X	80864	1073
RH|P|C19383	1286_X	80864	46308
RH|P|C10423	1286_X	80864	167053
RH|P|C25916	1286_X	80864	6335
RH|P|C11731	1286_X	80864	3257
RH|P|C35710	1286_X	80864	7101
RH|P|C41503	1286_X	80864	417
RH|P|C6944	1286_X	80864	375
RH|P|C20831	1286_X	80864	1399
RH|P|C30670	1286_X	80864	242
RH|P|C23247	1286_X	80864	966
RH|P|C19835	1286_X	80864	360
RH|P|C10258	1286_X	80864	850855
RH|P|C25776	1286_X	80864	1476
RH|P|C14507	1286_X	80864	373185
RH|P|C3792	1286_X	80864	203428
RH|P|C9085	1286_X	80864	306
RH|P|C3470	1286_X	80864	437511
RH|P|C4695	1286_X	80864	5577
RH|P|C3630	1286_X	80864	170624
RH|P|C6112	1286_X	80864	203526
RH|P|C8233	1286_X	80864	1168
RH|P|C2583	1286_X	80864	255
RH|P|C36171	1286_X	80864	200190
RH|P|C7738	1286_X	80864	188330
RH|P|C23573	1286_X	80864	81761
RH|P|C11405	1286_X	80864	167507
RH|P|C18713	1286_X	80864	3321
RH|P|C8604	1286_X	80864	6267
RH|P|C8888	1286_X	80864	1748
RH|P|C7375	1286_X	80864	31835
RH|P|C15164	1286_X	80864	148590
RH|P|C23021	1286_X	80864	105667
RH|P|C12103	1286_X	80864	812
RH|P|C35059	1286_X	80864	233746
RH|P|C15807	1286_X	80864	3073
RH|P|C21	1286_X	80864	5219
RH|P|C13540	1286_X	80864	969
RH|P|C6490	1286_X	80864	6893
RH|P|C4660	1286_X	80864	96572
RH|P|C4889	1286_X	80864	95940
RH|P|C19927	1286_X	80864	2131
RH|P|C34101	1286_X	80864	1746
RH|P|C21136	1286_X	80864	89863
RH|P|C16177	1286_X	80864	77351
RH|P|C1366	1286_X	80864	74776
RH|P|C749	1286_X	80864	69673
RH|P|C39394	1286_X	80864	52914
RH|P|C34855	1286_X	80864	50605
RH|P|C39937	1286_X	80864	49518
RH|P|C7808	1286_X	80864	37099
RH|P|C11781	1286_X	80864	29552
RH|P|C5136	1286_X	80864	31537
RH|P|C21342	1286_X	80864	16785
RH|P|C37756	1286_X	80864	14930
RH|P|C18369	1286_X	80864	11944
RH|P|C24710	1286_X	80864	6424
RH|P|C22422	1286_X	80864	1302
RH|P|C5707	1286_X	80864	1418
RH|P|C14730	1036770	1122195	173486
RH|P|C18708	1036770	1122195	116328
RH|P|C23130	1036770	1122195	103205
RH|P|C37466	1036770	1122195	96088
RH|P|C39155	1036770	1122195	42791
RH|P|C37280	1036770	1122195	48505
RH|P|C11175	1036770	1122195	87033
RH|P|C23612	1036770	1122195	73020
RH|P|C20795	1036770	1122195	59344
RH|P|C18580	1036770	1122195	59249
RH|P|C17799	1036770	1122195	57880
RH|P|C27065	1036770	1122195	54334
RH|P|C3288	1036770	1122195	51971
RH|P|C31559	1036770	1122195	48968
RH|P|C41946	1036770	1122195	46825
RH|P|C5287	1036770	1122195	46416
RH|P|C28354	1036770	1122195	46288
RH|P|C17755	1036770	1122195	39248
RH|P|C10487	1036770	1122195	38294
RH|P|C41209	1036770	1122195	38172
RH|P|C179	1036770	1122195	37000
RH|P|C36098	1036770	1122195	36279
RH|P|C4033	1036770	1122195	36100
RH|P|C42028	1036770	1122195	35544
RH|P|C11230	1036770	1122195	33890
RH|P|C15852	1036770	1122195	32783
RH|P|C22282	1036770	1122195	32703
RH|P|C12258	1036770	1122195	30421
RH|P|C34861	1036770	1122195	29141
RH|P|C20744	1036770	1122195	28460
RH|P|C17962	1036770	1122195	28194
RH|P|C27046	1036770	1122195	27662
RH|P|C19850	1036770	1122195	27796
RH|P|C32889	1036770	1122195	27341
RH|P|C40145	1036770	1122195	25294
RH|P|C26131	1036770	1122195	22642
RH|P|C41721	1036770	1122195	22590
RH|P|C16744	1036770	1122195	22307
RH|P|C12204	1036770	1122195	22253
RH|P|C28356	1036770	1122195	21604
RH|P|C33225	1036770	1122195	20795
RH|P|C29598	1036770	1122195	20606
RH|P|C25983	1036770	1122195	19143
RH|P|C5846	1036770	1122195	16888
RH|P|C24320	1036770	1122195	16479
RH|P|C25849	1036770	1122195	16292
RH|P|C11295	1036770	1122195	16132
RH|P|C22372	1036770	1122195	15380
RH|P|C37551	1036770	1122195	15423
RH|P|C29303	1036770	1122195	15163
RH|P|C3193	1036770	1122195	15116
RH|P|C2202	1036770	1122195	14851
RH|P|C21927	1036770	1122195	14361
RH|P|C27799	1036770	1122195	13987
RH|P|C16517	1036770	1122195	13188
RH|P|C9871	1036770	1122195	13157
RH|P|C23988	1036770	1122195	10581
RH|P|C26991	1036770	1122195	10359
RH|P|C11289	1036770	1122195	8673
RH|P|C35757	1036770	1122195	7853
RH|P|C9810	1036770	1122195	7625
RH|P|C16229	1036770	1122195	7145
RH|P|C40282	1036770	1122195	6870
RH|P|C27867	1036770	1122195	6921
RH|P|C10395	1036770	1122195	6675
RH|P|C28866	1036770	1122195	6390
RH|P|C32063	1036770	1122195	5894
RH|P|C27462	1036770	1122195	5653
RH|P|C21714	1036770	1122195	5401
RH|P|C37336	1036770	1122195	5400
RH|P|C4990	1036770	1122195	5325
RH|P|C6115	1036770	1122195	5143
RH|P|C36680	1036770	1122195	3871
RH|P|C27280	1036770	1122195	3537
RH|P|C16520	1036770	1122195	3422
RH|P|C8453	1036770	1122195	3116
RH|P|C12437	1036770	1122195	3083
RH|P|C12513	1036770	1122195	2790
RH|P|C37011	1036770	1122195	2271
RH|P|C17550	1036770	1122195	1877
RH|P|C26028	1036770	1122195	1859
RH|P|C4890	1036770	1122195	1750
RH|P|C31491	1036770	1122195	1458
RH|P|C37835	1036770	1122195	1253
RH|P|C33626	1036770	1122195	1197
RH|P|C37763	1036770	1122195	1155
RH|P|C26422	1036770	1122195	1119
RH|P|C26846	1036770	1122195	1122
RH|P|C41602	Sample6_894	32644	5818
RH|P|C25393	Sample18_302	32644	6588
RH|P|C10248	Sample6_110	45202	22860
RH|P|C9702	Sample18_26	45202	32563
RH|P|C41026	Sample19_62	45202	25933
RH|P|C36370	1286_AJ	96492	57880
RH|P|C41112	1286_AJ	96492	5432
RH|P|C7568	1286_AJ	96492	22729
RH|P|C38831	1286_AJ	96492	5728
RH|P|C20268	1286_AJ	96492	441
RH|P|C17205	1286_AJ	96492	150
RH|P|C30078	1286_AJ	96492	17123
RH|P|C19969	1286_AJ	96492	35659
RH|P|C19355	1286_AJ	96492	37941
RH|P|C15232	1286_AJ	96492	14224
RH|P|C35007	1286_AJ	96492	36597
RH|P|C30846	1286_AJ	96492	83013
RH|P|C41052	1286_AJ	96492	12487
RH|P|C25485	1286_AJ	96492	32925
RH|P|C10819	1286_AJ	96492	85034
RH|P|C13024	1286_AJ	96492	9502
RH|P|C17061	1286_AJ	96492	7281
RH|P|C21638	1286_AJ	96492	25865
RH|P|C7380	1286_AJ	96492	8139
RH|P|C30366	1286_AJ	96492	53775
RH|P|C11818	1286_AJ	96492	53667
RH|P|C10223	1286_AJ	96492	302
RH|P|C30144	1286_AJ	96492	63104
RH|P|C14556	1286_AJ	96492	150
RH|P|C37147	1286_AJ	96492	40919
RH|P|C34640	1286_AJ	96492	28189
RH|P|C17154	1286_AJ	96492	25056
RH|P|C29954	1286_AJ	96492	154148
RH|P|C18222	1286_AJ	96492	134454
RH|P|C20362	1286_AJ	96492	53744
RH|P|C1088	1286_AJ	96492	44586
RH|P|C29571	1286_AJ	96492	90268
RH|P|C34054	1286_AJ	96492	32089
RH|P|C14437	1286_AJ	96492	19748
RH|P|C30119	1286_AJ	96492	203683
RH|P|C24862	1286_AJ	96492	14716
RH|P|C5511	1286_AJ	96492	188520
RH|P|C36913	1286_AJ	96492	13779
RH|P|C20695	1286_AJ	96492	93396
RH|P|C13751	1286_AJ	96492	130661
RH|P|C4770	1286_AJ	96492	239608
RH|P|C24197	1286_AJ	96492	18045
RH|P|C18270	1286_AJ	96492	213195
RH|P|C33783	1286_AJ	96492	19454
RH|P|C33436	1286_AJ	96492	11772
RH|P|C24536	1286_AJ	96492	69312
RH|P|C18375	1286_AJ	96492	38176
RH|P|C21220	1286_AJ	96492	19127
RH|P|C12370	1286_AJ	96492	68120
RH|P|C35557	1286_AJ	96492	51919
RH|P|C36105	1286_AJ	96492	58196
RH|P|C11875	1286_AJ	96492	8055
RH|P|C3280	1286_AJ	96492	14143
RH|P|C21306	1286_AJ	96492	89200
RH|P|C18324	1286_AJ	96492	149211
RH|P|C37173	1286_AJ	96492	83485
RH|P|C33265	1286_AJ	96492	42587
RH|P|C25937	1286_AJ	96492	79364
RH|P|C16720	1286_AJ	96492	73888
RH|P|C15716	1286_AJ	96492	2310
RH|P|C25246	Sample22_575	45202	8825
RH|P|C33219	Sample6_837	32644	6209
RH|P|C19987	1036761	1122189	622956
RH|P|C24337	1036761	1122189	477820
RH|P|C6974	1036761	1122189	373921
RH|P|C12026	1036761	1122189	305275
RH|P|C29808	1036761	1122189	286586
RH|P|C26683	1036761	1122189	233178
RH|P|C26816	1036761	1122189	216838
RH|P|C5927	1036761	1122189	157507
RH|P|C8251	1036761	1122189	148418
RH|P|C7810	1036761	1122189	140492
RH|P|C11247	1036761	1122189	119446
RH|P|C37655	1036761	1122189	99239
RH|P|C12555	1036761	1122189	74370
RH|P|C29610	1036761	1122189	72437
RH|P|C11231	1036761	1122189	64819
RH|P|C25892	1036761	1122189	57004
RH|P|C29128	1036761	1122189	48484
RH|P|C16250	1036761	1122189	44282
RH|P|C41108	1036761	1122189	39431
RH|P|C3016	1036761	1122189	33137
RH|P|C34719	1036761	1122189	32861
RH|P|C12573	1036761	1122189	31335
RH|P|C17247	1036761	1122189	30968
RH|P|C4199	1036761	1122189	31001
RH|P|C34981	1036761	1122189	30202
RH|P|C12399	1036761	1122189	28989
RH|P|C41943	1036761	1122189	27812
RH|P|C27874	1036761	1122189	21608
RH|P|C25295	1036761	1122189	21281
RH|P|C30319	1036761	1122189	16448
RH|P|C33146	1036761	1122189	14596
RH|P|C41064	1036761	1122189	11715
RH|P|C9666	1036761	1122189	11141
RH|P|C20985	1036761	1122189	10335
RH|P|C17693	1036761	1122189	6470
RH|P|C35973	1036761	1122189	4477
RH|P|C14562	1036761	1122189	3732
RH|P|C27534	1036761	1122189	3646
RH|P|C24901	1036761	1122189	2407
RH|P|C25035	1036761	1122189	1318
RH|P|C30232	1036761	1122189	1318
RH|P|C29692	1036761	1122189	1148
RH|P|C25605	1220_CH	2063	3842
RH|P|C12473	1220_CH	2063	346
RH|P|C27238	1220_CH	2063	1759
RH|P|C39239	1220_CH	2063	80480
RH|P|C41796	1220_CH	2063	764010
RH|P|C20437	1220_CH	2063	181268
RH|P|C30340	1220_CH	2063	261790
RH|P|C38671	1220_CH	2063	121794
RH|P|C37672	1220_CH	2063	7191
RH|P|C24785	1220_CH	2063	34137
RH|P|C7000	1220_CH	2063	1359
RH|P|C11608	1220_CH	2063	102578
RH|P|C14819	1220_CH	2063	376853
RH|P|C26815	1220_CH	2063	1416
RH|P|C4161	1220_CH	2063	299786
RH|P|C887	1220_CH	2063	131705
RH|P|C29755	1220_CH	2063	279875
RH|P|C26070	1220_CH	2063	30820
RH|P|C22386	1220_CH	2063	282
RH|P|C26725	1220_CH	2063	3111
RH|P|C11670	1220_CH	2063	108264
RH|P|C4363	1220_CH	2063	98342
RH|P|C29841	1220_CH	2063	3125
RH|P|C24254	1220_CH	2063	271111
RH|P|C4525	1220_CH	2063	333
RH|P|C13591	1220_CH	2063	256851
RH|P|C36838	1220_CH	2063	548
RH|P|C37413	1220_CH	2063	228127
RH|P|C11728	1220_CH	2063	1695
RH|P|C32396	1220_CH	2063	1967
RH|P|C34923	1220_CH	2063	636
RH|P|C6898	1220_CH	2063	1123
RH|P|C38041	1220_CH	2063	93953
RH|P|C19525	1220_CH	2063	5438
RH|P|C30080	1220_CH	2063	174643
RH|P|C24263	1220_CH	2063	212810
RH|P|C31697	1220_CH	2063	87124
RH|P|C23544	1220_CH	2063	198508
RH|P|C13579	1220_CH	2063	839
RH|P|C37646	1220_CH	2063	173473
RH|P|C40843	1220_CH	2063	29242
RH|P|C25606	1220_CH	2063	167661
RH|P|C2785	1220_CH	2063	188266
RH|P|C14318	1220_CH	2063	27084
RH|P|C9784	1220_CH	2063	127636
RH|P|C5921	1220_CH	2063	1849
RH|P|C37205	1220_CH	2063	153120
RH|P|C13762	1220_CH	2063	3102
RH|P|C38163	1220_CH	2063	1865
RH|P|C29535	1220_CH	2063	75074
RH|P|C20092	1220_CH	2063	137828
RH|P|C39153	1220_CH	2063	6947
RH|P|C34421	1220_CH	2063	125513
RH|P|C16128	1220_CH	2063	293
RH|P|C37900	1220_CH	2063	343
RH|P|C19334	1220_CH	2063	130857
RH|P|C25314	1220_CH	2063	110004
RH|P|C34205	1220_CH	2063	60852
RH|P|C41139	1220_CH	2063	47824
RH|P|C9511	1220_CH	2063	36845
RH|P|C32414	1220_CH	2063	466
RH|P|C7240	1220_CH	2063	231475
RH|P|C15840	1220_CH	2063	99311
RH|P|C9366	1220_CH	2063	93022
RH|P|C5031	1220_CH	2063	91776
RH|P|C10283	1220_CH	2063	372
RH|P|C33340	1220_CH	2063	44470
RH|P|C29648	1220_CH	2063	285
RH|P|C19944	1220_CH	2063	150
RH|P|C13859	1220_CH	2063	174145
RH|P|C27293	1220_CH	2063	11451
RH|P|C38229	1220_CH	2063	87096
RH|P|C11344	1220_CH	2063	79804
RH|P|C9732	1220_CH	2063	34036
RH|P|C9806	1220_CH	2063	322
RH|P|C33448	1220_CH	2063	63316
RH|P|C23568	1220_CH	2063	365
RH|P|C31437	1220_CH	2063	325
RH|P|C34226	1220_CH	2063	76450
RH|P|C9799	1220_CH	2063	67231
RH|P|C30840	1220_CH	2063	392
RH|P|C37353	1220_CH	2063	648
RH|P|C25686	1220_CH	2063	66044
RH|P|C14828	1220_CH	2063	704
RH|P|C8832	1220_CH	2063	45356
RH|P|C36749	1220_CH	2063	45023
RH|P|C20145	1220_CH	2063	32495
RH|P|C2214	1220_CH	2063	29518
RH|P|C33469	1220_CH	2063	374
RH|P|C11395	1220_CH	2063	3754
RH|P|C17922	1220_CH	2063	28782
RH|P|C35456	1220_CH	2063	24393
RH|P|C17723	1220_CH	2063	11657
RH|P|C30059	1220_CH	2063	7219
RH|P|C28248	1220_CH	2063	7013
RH|P|C4706	1220_CH	2063	5451
RH|P|C17610	1220_CH	2063	4702
RH|P|C30676	1220_CH	2063	4477
RH|P|C35849	1220_CH	2063	3940
RH|P|C27571	1220_CH	2063	3741
RH|P|C30953	1220_CH	2063	565
RH|P|C29859	1220_CH	2063	1652
RH|P|C7502	1220_CH	2063	3115
RH|P|C34825	1220_CH	2063	4409
RH|P|C28519	1220_CH	2063	3797
RH|P|C8973	1220_CH	2063	2593
RH|P|C29121	1220_CH	2063	2378
RH|P|C2221	1220_CH	2063	1360
RH|P|C31988	1220_CH	2063	528
RH|P|C38181	1220_CH	2063	1832
RH|P|C23994	1220_CH	2063	2855
RH|P|C22689	1220_CH	2063	5435
RH|P|C27134	1220_CH	2063	1648
RH|P|C39365	1220_CH	2063	4040
RH|P|C4388	1220_CH	2063	1526
RH|P|C10577	1220_CH	2063	1500
RH|P|C30791	1220_CH	2063	798
RH|P|C29419	1220_CH	2063	312
RH|P|C27020	1220_CH	2063	1881
RH|P|C26123	1220_CH	2063	2355
RH|P|C2019	1220_CH	2063	326
RH|P|C1779	1220_CH	2063	1316
RH|P|C3048	1220_CH	2063	1271
RH|P|C40982	1220_CH	2063	373
RH|P|C2651	1220_CH	2063	996
RH|P|C8239	1220_CH	2063	819
RH|P|C24220	1220_CH	2063	1295
RH|P|C38187	1220_CH	2063	1227
RH|P|C27573	1220_CH	2063	1539
RH|P|C33429	1220_CH	2063	1086
RH|P|C13010	1220_CH	2063	774
RH|P|C36500	1220_CH	2063	1387
RH|P|C15500	1220_CH	2063	314
RH|P|C33500	1220_CH	2063	446
RH|P|C13899	1220_CH	2063	792
RH|P|C36562	1220_CH	2063	1976
RH|P|C22550	1220_CH	2063	386
RH|P|C14533	1220_CH	2063	663
RH|P|C3602	1220_CH	2063	1899
RH|P|C38279	1286_E	80864	939
RH|P|C29172	1286_E	80864	712682
RH|P|C25382	1286_E	80864	805
RH|P|C28414	1286_E	80864	406501
RH|P|C35772	1286_E	80864	149422
RH|P|C9307	1286_E	80864	755
RH|P|C30613	1286_E	80864	420604
RH|P|C40021	1286_E	80864	1204
RH|P|C28820	1286_E	80864	44511
RH|P|C41481	1286_E	80864	328
RH|P|C36380	1286_E	80864	22280
RH|P|C17309	1286_E	80864	3141
RH|P|C10872	1286_E	80864	46076
RH|P|C1855	1286_E	80864	1080
RH|P|C4265	1286_E	80864	1334
RH|P|C20613	1286_E	80864	82817
RH|P|C33365	1286_E	80864	29008
RH|P|C26778	1286_E	80864	362868
RH|P|C23652	1286_E	80864	356
RH|P|C38738	1286_E	80864	261594
RH|P|C14405	1286_E	80864	506
RH|P|C12831	1286_E	80864	272
RH|P|C8161	1286_E	80864	238680
RH|P|C39256	1286_E	80864	542
RH|P|C30570	1286_E	80864	67203
RH|P|C932	1286_E	80864	341863
RH|P|C23125	1286_E	80864	321
RH|P|C11478	1286_E	80864	145467
RH|P|C27884	1286_E	80864	150
RH|P|C5261	1286_E	80864	1675
RH|P|C26286	1286_E	80864	51018
RH|P|C32233	1286_E	80864	249703
RH|P|C17741	1286_E	80864	287862
RH|P|C7178	1286_E	80864	673
RH|P|C15204	1286_E	80864	110599
RH|P|C2277	1286_E	80864	97438
RH|P|C22130	1286_E	80864	345
RH|P|C12275	1286_E	80864	1654
RH|P|C22803	1286_E	80864	2481
RH|P|C24744	1286_E	80864	1076
RH|P|C41299	1286_E	80864	353
RH|P|C32142	1286_E	80864	252
RH|P|C2458	1286_E	80864	185569
RH|P|C11986	1286_E	80864	183611
RH|P|C129	1286_E	80864	169087
RH|P|C29734	1286_E	80864	154671
RH|P|C26984	1286_E	80864	77915
RH|P|C10296	1286_E	80864	385
RH|P|C16235	1286_E	80864	266
RH|P|C6733	1286_E	80864	341
RH|P|C29585	1286_E	80864	54294
RH|P|C26734	1286_E	80864	97533
RH|P|C38108	1286_E	80864	453
RH|P|C3787	1286_E	80864	5241
RH|P|C2924	1286_E	80864	2895
RH|P|C17455	1286_E	80864	3328
RH|P|C26748	1286_E	80864	77683
RH|P|C6885	1286_E	80864	402
RH|P|C8638	1286_E	80864	53651
RH|P|C3927	1286_E	80864	334
RH|P|C7351	1286_E	80864	29384
RH|P|C36497	1286_E	80864	1178
RH|P|C19949	1286_E	80864	79872
RH|P|C41923	1286_E	80864	60547
RH|P|C12122	1286_E	80864	56584
RH|P|C4900	1286_E	80864	54769
RH|P|C7909	1286_E	80864	54477
RH|P|C14014	1286_E	80864	3004
RH|P|C16244	1286_E	80864	2990
RH|P|C5957	1286_E	80864	51294
RH|P|C22003	1286_E	80864	44253
RH|P|C20158	1286_E	80864	23842
RH|P|C7661	1286_E	80864	22015
RH|P|C42006	1286_E	80864	19713
RH|P|C38885	1286_E	80864	14060
RH|P|C12031	1286_E	80864	13758
RH|P|C22902	Sample23_230	45202	11666
RH|P|C22489	1220_CE	1456769	1014632
RH|P|C18217	1220_CE	1456769	365
RH|P|C3238	1220_CE	1456769	587255
RH|P|C35243	1220_CE	1456769	296
RH|P|C9274	1220_CE	1456769	14109
RH|P|C34284	1220_CE	1456769	5503
RH|P|C10412	1220_CE	1456769	414
RH|P|C31788	1220_CE	1456769	237
RH|P|C1386	1220_CE	1456769	674919
RH|P|C10342	1220_CE	1456769	57853
RH|P|C11257	1220_CE	1456769	107458
RH|P|C1397	1220_CE	1456769	496847
RH|P|C8581	1220_CE	1456769	580
RH|P|C3387	1220_CE	1456769	68963
RH|P|C25834	1220_CE	1456769	471515
RH|P|C41878	1220_CE	1456769	360
RH|P|C2517	1220_CE	1456769	581
RH|P|C39774	1220_CE	1456769	281401
RH|P|C36745	1220_CE	1456769	127019
RH|P|C19364	1220_CE	1456769	302
RH|P|C6380	1220_CE	1456769	210218
RH|P|C26900	1220_CE	1456769	483
RH|P|C26708	1220_CE	1456769	48470
RH|P|C8154	1220_CE	1456769	1035
RH|P|C16353	1048936	651661	1696853
RH|P|C26306	1048936	651661	1645576
RH|P|C31844	1048936	651661	519132
RH|P|C1576	1048936	651661	474562
RH|P|C41203	1048936	651661	328571
RH|P|C18472	1048936	651661	133963
RH|P|C32958	1048936	651661	1731
RH|P|C5118	1048936	651661	414299
RH|P|C35967	1048936	651661	386230
RH|P|C14436	1048936	651661	284166
RH|P|C11137	1048936	651661	179776
RH|P|C27979	1048936	651661	164079
RH|P|C5475	1048936	651661	74897
RH|P|C7010	1048936	651661	68968
RH|P|C25846	1048936	651661	64968
RH|P|C40056	1048936	651661	54155
RH|P|C35789	1048936	651661	43033
RH|P|C40747	1048936	651661	34809
RH|P|C6474	1048936	651661	32223
RH|P|C25289	1048936	651661	31325
RH|P|C34756	1048936	651661	28991
RH|P|C4521	1048936	651661	24966
RH|P|C38761	1048936	651661	14035
RH|P|C14280	1048936	651661	6360
RH|P|C30488	1048936	651661	6057
RH|P|C10669	1048936	651661	5373
RH|P|C32691	1048936	651661	3076
RH|P|C22046	1048936	651661	2328
RH|P|C13237	1048936	651661	2204
RH|P|C7424	1048936	651661	1911
RH|P|C39529	1048936	651661	1763
RH|P|C9483	1048936	651661	1261
RH|P|C12411	1048936	651661	1219
RH|P|C36103	1048936	651661	1054
RH|P|C8481	evo_1052956.019	2242	139789
RH|P|C25644	evo_1052956.019	2242	299951
